site_id,date,visit_no,season,location,snail_id,snail_no,sex,shell_height_mm,infection_status,trematode_species,snail_quadrat_no,snail_density,lt_height_ft,water_temp_C,air_temp_C,salinity_ppt,grass_quadrat_no,water_depth_cm,quadrat_distance_m,shoot_density,grass_species_1,no_blades_1,blade1_length_cm_1,blade2_length_cm_1,blade3_length_cm_1,blade4_length_cm_1,blade5_length_cm_1,grass_species_2,no_blades_2,blade1_length_cm_2,blade2_length_cm_2,blade3_length_cm_2,blade4_length_cm_2,blade5_length_cm_2,tin_wt_g,dry_filter_wt_g,tin_dry_filter_wt_g,wet_filter_wt_g,tin_filter_epibiont_wt_g,epibiont_biomass_mg,foil_wt_g,grass_dry_wt_g
SP,20240702,2,late summer,bogue,SP_2_06,6,0,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_07,7,1,16.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_08,8,1,15.6,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_09,9,1,14.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_10,10,1,15.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_11,11,1,14.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_12,12,1,17.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_13,13,1,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_14,14,1,16.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_15,15,0,17.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_16,16,1,17.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_17,17,1,15.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_18,18,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_19,19,1,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_20,20,0,15.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_21,21,1,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_22,22,1,15.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_23,23,1,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_24,24,1,15.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_25,25,1,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_26,26,1,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_27,27,1,18.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_28,28,1,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_29,29,0,15.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_30,30,1,17.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_31,31,0,15.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_32,32,1,16.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_33,33,0,16.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_34,34,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_35,35,0,16.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_36,36,1,16.5,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_37,37,0,17.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_38,38,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_39,39,1,17.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_40,40,1,15.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_41,41,1,17.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_42,42,1,16.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_43,43,0,16.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_44,44,1,15.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_45,45,0,15.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_46,46,0,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_47,47,0,15.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_48,48,1,17.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_49,49,0,16.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_50,50,0,15.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_51,51,1,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_52,52,1,16.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_53,53,1,16.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_54,54,0,17.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_55,55,0,17.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_56,56,1,18.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_57,57,0,15.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_58,58,1,17.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_59,59,1,17.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_60,60,1,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_61,61,0,18,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_62,62,1,17.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_63,63,1,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_64,64,1,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_65,65,0,14.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_66,66,0,14.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_67,67,1,15.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_68,68,1,18.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_69,69,0,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_70,70,1,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_71,71,1,15.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_72,72,1,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_73,73,1,17.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_74,74,0,17.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_75,75,0,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_76,76,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_77,77,1,16.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_78,78,0,16.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_79,79,1,16.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_80,80,0,15.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_81,81,0,15.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_82,82,0,16.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_83,83,1,15.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_84,84,0,17.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_85,85,1,16.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_86,86,0,15.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_87,87,1,16.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_88,88,1,17.3,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_89,89,1,17.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_90,90,1,18.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_91,91,0,16.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_92,92,0,15.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_93,93,0,16.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_94,94,0,15.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_95,95,0,15.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_96,96,0,15.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_97,97,0,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_98,98,0,15.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_99,99,1,15.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240702,2,late summer,bogue,SP_2_100,100,0,14.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_01,1,1,16.7,1,SD,Q1,19,-0.2,28.5,26.67,31,Q1,33.1,8.41,57,halodule,5,,,,,,ruppia,5,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_02,2,1,16.1,0,,Q2,16,,,,,Q2,21,4.21,165,halodule,5,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_03,3,1,16.8,1,ZL,Q3,14,,,,,Q3,22.2,4.15,115,halodule,5,,,,,,ruppia,5,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_04,4,1,17,1,ZL,Q4,11,,,,,Q4,14,4.72,87,halodule,5,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_05,5,1,17.4,1,ZL,Q5,59,,,,,Q5,23,6.87,295,halodule,5,,,,,,zostera,5,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_06,6,0,14.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_07,7,0,15.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_08,8,1,17.6,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_09,9,1,16.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_10,10,1,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_11,11,1,15.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_12,12,1,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_13,13,1,16.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_14,14,0,15.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_15,15,1,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_16,16,0,15.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_17,17,0,16.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_18,18,0,14.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_19,19,1,17.3,1,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_20,20,1,16.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_21,21,1,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_22,22,1,18.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_23,23,1,14.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_24,24,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_25,25,1,15.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_26,26,0,14.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_27,27,0,14.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_28,28,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_29,29,1,18.2,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_30,30,0,14.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_31,31,1,17.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_32,32,1,15.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_33,33,1,17.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_34,34,1,16.6,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_35,35,1,17.8,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_36,36,1,15.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_37,37,1,15.3,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_38,38,1,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_39,39,1,16.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_40,40,1,16,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_41,41,0,15.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_42,42,1,17.3,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_43,43,1,15.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_44,44,0,16.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_45,45,1,15.5,1,"ZL, LS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_46,46,1,14.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_47,47,0,14.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_48,48,0,15.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_49,49,1,14.1,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_50,50,1,17.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_51,51,1,16,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_52,52,1,15.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_53,53,0,15.2,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_54,54,1,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_55,55,0,15.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_56,56,0,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_57,57,1,15.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_58,58,0,17.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_59,59,0,14.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_60,60,1,14,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_61,61,0,14.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_62,62,0,15.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_63,63,0,15.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_64,64,1,15.4,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_65,65,0,19.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_66,66,1,17.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_67,67,0,16.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_68,68,1,17.2,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_69,69,1,19.1,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_70,70,0,15.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_71,71,1,16.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_72,72,0,15.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_73,73,1,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_74,74,1,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_75,75,0,14.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_76,76,1,15.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_77,77,0,14.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_78,78,0,14.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_79,79,0,17.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_80,80,1,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_81,81,0,16.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_82,82,0,14.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_83,83,0,15.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_84,84,1,15.5,1,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_85,85,1,15.6,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_86,86,1,17.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_87,87,1,16.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_88,88,1,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_89,89,0,15.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_90,90,0,15.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_91,91,0,15.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_92,92,1,15.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_93,93,0,14.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_94,94,0,14.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_95,95,1,13.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_96,96,1,15.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_97,97,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_98,98,1,14.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_99,99,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,20240703,1,late summer,bogue,MP_1_100,100,1,13.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240705,2,late summer,bogue,RM_2_01,1,1,17.9,0,,Q1,8,-0.1,31.2,30,33,Q1,31,24.00,0,,,,,,,,,,,,,,,,,,,,,,
RM,20240705,2,late summer,bogue,RM_2_02,2,1,18.7,0,,Q2,3,,,,,Q2,32,4.21,238,halodule,5,,,,,,,,,,,,,,,,,,,,
RM,20240705,2,late summer,bogue,RM_2_03,3,1,18.1,0,,Q3,10,,,,,Q3,32,3.84,118,halodule,5,,,,,,,,,,,,,,,,,,,,
RM,20240705,2,late summer,bogue,RM_2_04,4,0,17,1,ZL,Q4,1,,,,,Q4,44,4.88,47,halodule,5,,,,,,,,,,,,,,,,,,,,
RM,20240705,2,late summer,bogue,RM_2_05,5,0,16.4,0,,Q5,0,,,,,Q5,35,4.62,156,halodule,5,,,,,,,,,,,,,,,,,,,,
